Data;Hora;Irradiacao
11122019;8;0
11122019;9;0.148
11122019;10;109.3
11122019;11;605.1
11122019;12;1378
11122019;13;1984
11122019;14;2243
11122019;15;2647
11122019;16;2829
11122019;17;1329
11122019;18;603.9
11122019;19;1041
11122019;20;888.5
11122019;21;72.18
11122019;22;10.08
11122019;23;0.328
12122019;0;0.002
12122019;1;0
12122019;2;0
12122019;3;0
12122019;4;0
12122019;5;0
12122019;6;0
12122019;7;0
12122019;8;0.014
12122019;9;0.274
12122019;10;143.7
12122019;11;917.4
12122019;12;1792
12122019;13;2204
12122019;14;1808
12122019;15;2561
12122019;16;3008
12122019;17;259.3
12122019;18;720.1
12122019;19;1971
12122019;20;621.4
12122019;21;229.7
12122019;22;17.97
12122019;23;3.656
13122019;0;0.113
13122019;1;2.062
13122019;2;0.002
13122019;3;0
13122019;4;0
13122019;5;0
13122019;6;0
13122019;7;0
13122019;8;0
13122019;9;0.274
13122019;10;138.3
13122019;11;865.6
13122019;12;1825
13122019;13;2260
13122019;14;1986
13122019;15;2690
13122019;16;3209
13122019;17;2286
13122019;18;1095
13122019;19;229.9
13122019;20;126.8
13122019;21;91.7
13122019;22;13.5
13122019;23;3.624
14122019;0;3.500
14122019;1;3.724
14122019;2;0.275
14122019;3;0
14122019;4;0
14122019;5;0
14122019;6;0
14122019;7;0
14122019;8;0
14122019;9;0.181
14122019;10;148.6
14122019;11;918.7
14122019;12;1765
14122019;13;2237
14122019;14;1932
14122019;15;1350
14122019;16;2204
14122019;17;2800
14122019;18;1916
14122019;19;1730
14122019;20;1155
14122019;21;68.74
14122019;22;6.754
14122019;23;3.986
15122019;0;2.277
15122019;1;1.824
15122019;2;0.896
15122019;3;0
15122019;4;0.255
15122019;5;0.344
15122019;6;0.012
15122019;7;0
15122019;8;0
15122019;9;0.102
15122019;10;60.89
15122019;11;412
15122019;12;1220
15122019;13;1639
15122019;14;2644
15122019;15;1927
15122019;16;2182
15122019;17;1419
15122019;18;1443
15122019;19;1532
15122019;20;279.8
15122019;21;18.76
15122019;22;6.738
15122019;23;4.069
16122019;0;3.012
16122019;1;2.107
16122019;2;0.649
16122019;3;0.006
16122019;4;0.03
16122019;5;0.174
16122019;6;0.083
16122019;7;0
16122019;8;0
16122019;9;0.142
16122019;10;131.8
16122019;11;835.8
16122019;12;1684
16122019;13;1987
16122019;14;1688
16122019;15;2462
16122019;16;1050
16122019;17;857.3
16122019;18;1695
16122019;19;1796
16122019;20;204.7
16122019;21;51.54
16122019;22;23.2
16122019;23;6.366
17122019;0;0.668
17122019;1;0
17122019;2;0
17122019;3;0
17122019;4;0
17122019;5;0
17122019;6;0
17122019;7;0
17122019;8;0
17122019;9;0.396
17122019;10;103.1
17122019;11;552.7
17122019;12;1446
17122019;13;1646
17122019;14;1925
17122019;15;1846
17122019;16;3169
17122019;17;1979
17122019;18;618.4
17122019;19;576.3
17122019;20;517.5
17122019;21;297.2
17122019;22;26.13
17122019;23;3.850
18122019;0;1.405
18122019;1;1.611
18122019;2;0.322
18122019;3;0
18122019;4;0
18122019;5;0
18122019;6;0
18122019;7;0
18122019;8;0
18122019;9;0.003
18122019;10;80.3
18122019;11;368.4
18122019;12;581.7
18122019;13;873.8
18122019;14;878.4
18122019;15;827.1
18122019;16;1428
18122019;17;2710
18122019;18;2025
18122019;19;1631
18122019;20;1147
18122019;21;258
18122019;22;12.4
18122019;23;0.419
19122019;0;0
19122019;1;0
19122019;2;0
19122019;3;0
19122019;4;0
19122019;5;0
19122019;6;0
19122019;7;0
19122019;8;0
19122019;9;0.017
19122019;10;115.7
19122019;11;1001
19122019;12;1571
19122019;13;2152
19122019;14;1544
19122019;15;2731
19122019;16;2218
19122019;17;2839
19122019;18;1576
19122019;19;287.2
19122019;20;93.05
19122019;21;29.8
19122019;22;11.87
19122019;23;10.56
20122019;0;14.79
20122019;1;5.117
20122019;2;0.156
20122019;3;0
20122019;4;0
20122019;5;0
20122019;6;0
20122019;7;0
20122019;8;0
20122019;9;0.175
20122019;10;94.72
20122019;11;759.2
20122019;12;1609
20122019;13;1836
20122019;14;2581
20122019;15;1835
20122019;16;3068
20122019;17;1452
20122019;18;1024
20122019;19;1057
20122019;20;1165
20122019;21;375.1
20122019;22;17.71
20122019;23;1.897
21122019;0;0.419
21122019;1;0.187
21122019;2;0.009
21122019;3;0
21122019;4;0
21122019;5;0
21122019;6;0
21122019;7;0
21122019;8;0
21122019;9;0
21122019;10;90.88
21122019;11;698.8
21122019;12;1454
21122019;13;1543
21122019;14;1827
21122019;15;2350
21122019;16;2691
21122019;17;1454
21122019;18;446.3
21122019;19;191.9
21122019;20;243.6
21122019;21;182
21122019;22;15.82
21122019;23;4.959
22122019;0;0.44
22122019;1;0.219
22122019;2;0.347
22122019;3;5.140
22122019;4;3.613
22122019;5;4.686
22122019;6;0.226
22122019;7;0
22122019;8;0
22122019;9;0
22122019;10;46.97
22122019;11;323.2
22122019;12;777.6
22122019;13;1040
22122019;14;2136
22122019;15;1538
22122019;16;1407
22122019;17;908.9
22122019;18;1263
22122019;19;757.8
22122019;20;103.4
22122019;21;19.3
22122019;22;5.879
22122019;23;3.703
23122019;0;1.117
23122019;1;0.146
23122019;2;0
23122019;3;0
23122019;4;0
23122019;5;0
23122019;6;0
23122019;7;0
23122019;8;0
23122019;9;0
23122019;10;57.6
23122019;11;358.4
23122019;12;956.7
23122019;13;1419
23122019;14;2621
23122019;15;2797
23122019;16;2794
23122019;17;2479
23122019;18;657.2
23122019;19;1022
23122019;20;407.1
23122019;21;158.6
23122019;22;17.25
23122019;23;0.797
24122019;0;0.512
24122019;1;0.534
24122019;2;0
24122019;3;0
24122019;4;0
24122019;5;0
24122019;6;0
24122019;7;0
24122019;8;0
24122019;9;0.006
24122019;10;93
24122019;11;718.9
24122019;12;1639
24122019;13;1967
24122019;14;2580
24122019;15;2454
24122019;16;2313
24122019;17;1065
24122019;18;990.7
24122019;19;552
24122019;20;267
24122019;21;129.5
24122019;22;28.79
24122019;23;9.395
25122019;0;5.546
25122019;1;0.407
25122019;2;0
25122019;3;0
25122019;4;0
25122019;5;0
25122019;6;0
25122019;7;0
25122019;8;0
25122019;9;0.015
25122019;10;99.36
25122019;11;724.8
25122019;12;1257
25122019;13;2121
25122019;14;2163
25122019;15;2281
25122019;16;1870
25122019;17;1581
25122019;18;1456
25122019;19;670.1
25122019;20;211.1
25122019;21;115.6
25122019;22;11.26
25122019;23;0.204
26122019;0;0.232
26122019;1;0
26122019;2;0
26122019;3;0
26122019;4;0
26122019;5;0
26122019;6;0
26122019;7;0
26122019;8;0
26122019;9;0.017
26122019;10;75.5
26122019;11;597.7
26122019;12;1384
26122019;13;1216
26122019;14;1510
26122019;15;1549
26122019;16;2086
26122019;17;1900
26122019;18;2110
26122019;19;852.1
26122019;20;658.1
26122019;21;216.1
26122019;22;35.1
26122019;23;8.362
27122019;0;2.923
27122019;1;0.451
27122019;2;0.023
27122019;3;0
27122019;4;0
27122019;5;0
27122019;6;0
27122019;7;0
27122019;8;0
27122019;9;0.02
27122019;10;106.3
27122019;11;584.1
27122019;12;1121
27122019;13;1311
27122019;14;1315
27122019;15;2331
27122019;16;1657
27122019;17;1274
27122019;18;377.9
27122019;19;214.7
27122019;20;121.9
27122019;21;67
27122019;22;11.47
27122019;23;2.655
28122019;0;1.222
28122019;1;1.057
28122019;2;0.434
28122019;3;0.072
28122019;4;0.094
28122019;5;0.143
28122019;6;0.267
28122019;7;0
28122019;8;0
28122019;9;0
28122019;10;95.7
28122019;11;817.5
28122019;12;1291
28122019;13;1393
28122019;14;1892
28122019;15;2079
28122019;16;2018
28122019;17;944.7
28122019;18;529.9
28122019;19;872.5
28122019;20;179.9
28122019;21;48.71
28122019;22;8.456
28122019;23;4.687
29122019;0;4.540
29122019;1;0.457
29122019;2;0.281
29122019;3;0
29122019;4;0
29122019;5;0
29122019;6;0
29122019;7;0
29122019;8;0
29122019;9;0
29122019;10;52.66
29122019;11;413.3
29122019;12;1167
29122019;13;1457
29122019;14;1640
29122019;15;2314
29122019;16;1712
29122019;17;712.3
29122019;18;738.7
29122019;19;1015
29122019;20;520.6
29122019;21;87.12
29122019;22;23.19
29122019;23;3.204
30122019;0;0.492
30122019;1;0.198
30122019;2;0.646
30122019;3;0.378
30122019;4;0.191
30122019;5;0.003
30122019;6;0.099
30122019;7;0
30122019;8;0
30122019;9;0.001
30122019;10;37.34
30122019;11;184.2
30122019;12;422.2
30122019;13;1042
30122019;14;1886
30122019;15;1612
30122019;16;1423
30122019;17;1234
30122019;18;404.5
30122019;19;254.5
30122019;20;202.8
30122019;21;191.7
30122019;22;22.4
30122019;23;2.078
31122019;0;0.3
31122019;1;0.123
31122019;2;0.091
31122019;3;0
31122019;4;0.083
31122019;5;0.047
31122019;6;1.456
31122019;7;1.585
31122019;8;0.991
31122019;9;1.590
31122019;10;6.933
31122019;11;39.65
31122019;12;142.7
31122019;13;463.5
31122019;14;1340
31122019;15;1370
31122019;16;1512
31122019;17;1176
31122019;18;633.9
31122019;19;266
31122019;20;119
31122019;21;92.87
31122019;22;26.65
31122019;23;4.894
01012020;0;1.649
01012020;1;0.945
01012020;2;0.337
01012020;3;0.013
01012020;4;0.01
01012020;5;0
01012020;6;0
01012020;7;0
01012020;8;0
01012020;9;0
01012020;10;52.29
01012020;11;476.3
01012020;12;970.2
01012020;13;1205
01012020;14;1498
01012020;15;3099
01012020;16;1851
01012020;17;705.8
01012020;18;524.2
01012020;19;1382
01012020;20;647.5
01012020;21;124.3
01012020;22;20.02
01012020;23;5.798
02012020;1;1.405
02012020;2;0.659
02012020;3;0.346
02012020;4;0.391
02012020;6;0.566
02012020;7;0.104
02012020;8;0.858
02012020;9;1.051
02012020;10;29.94
02012020;11;266.5
02012020;12;773.5
02012020;13;985.5
02012020;14;1071
02012020;15;1445
02012020;16;2185
02012020;17;1851
02012020;18;2277
02012020;19;1464
02012020;21;126.4
02012020;22;32.76
02012020;23;5.456
03012020;0;3.094
03012020;1;1.390
03012020;2;0.723
03012020;3;0.491
03012020;4;0
03012020;5;0
03012020;6;0
03012020;7;0
03012020;8;0
03012020;9;0
03012020;10;82.64
03012020;11;366.1
03012020;12;717.1
03012020;13;1613
03012020;14;1762
03012020;15;2130
03012020;16;2530
03012020;17;410.7
03012020;18;127.9
03012020;19;118.8
03012020;20;210.6
03012020;21;312.8
03012020;22;33.89
03012020;23;11.53
04012020;0;5.191
04012020;1;2.152
04012020;2;1.519
04012020;3;0.012
04012020;4;0
04012020;5;0
04012020;6;0.241
04012020;7;0
04012020;8;0.054
04012020;9;0.089
04012020;10;38.64
04012020;11;241.2
04012020;13;984.5
04012020;14;1140
04012020;15;2541
04012020;16;2827
04012020;17;1758
04012020;18;1137
04012020;19;839.1
04012020;20;429.8
04012020;21;152
04012020;22;7.796
04012020;23;2.185
05012020;0;0.126
05012020;1;0
05012020;2;0.121
05012020;3;0.26
05012020;4;0.267
05012020;5;0.307
05012020;6;0.112
05012020;7;0.082
05012020;8;0
05012020;9;0.037
05012020;10;51.77
05012020;11;412.4
05012020;12;832.2
05012020;14;1006
05012020;15;2363
05012020;16;1314
05012020;17;1450
05012020;18;1233
05012020;19;1152
05012020;20;857.4
05012020;21;171.8
05012020;22;18.45
05012020;23;5.042
06012020;0;1.721
06012020;1;0.648
06012020;2;0.289
06012020;3;0.23
06012020;4;0.471
06012020;5;0.824
06012020;6;0.084
06012020;7;0.607
06012020;8;0.97
06012020;9;0.157
06012020;10;24.87
06012020;11;134.4
06012020;12;206.3
06012020;13;482.1
06012020;14;1517
06012020;15;1293
06012020;16;835.2
06012020;17;511.7
06012020;18;425.3
06012020;19;266.3
06012020;20;101.6
06012020;21;30.79
06012020;22;8.607
06012020;23;4.871
07012020;0;2.875
07012020;1;1.518
07012020;2;0.606
07012020;3;0.479
07012020;4;0.169
07012020;5;0.371
07012020;6;0.041
07012020;7;0.112
07012020;8;0.051
07012020;9;0.042
07012020;10;36.27
07012020;11;172
07012020;12;538.8
07012020;13;1153
07012020;14;2203
07012020;15;3128
07012020;16;2369
07012020;17;1626
07012020;18;1089
07012020;19;650.8
07012020;20;269.2
08012020;12;1289
08012020;13;934.7
08012020;14;1272
08012020;15;1635
08012020;16;1622
08012020;17;803.1
08012020;18;800.6
08012020;19;149.9
08012020;20;34.65
08012020;21;24.34
08012020;22;8.148
08012020;23;2.175
09012020;0;1.574
09012020;1;0.128
09012020;2;0.48
09012020;3;0.031
09012020;4;0.053
09012020;5;0
09012020;6;0.012
09012020;7;0.011
09012020;8;0
09012020;9;0
09012020;10;47.77
09012020;11;490.7
09012020;12;1458
09012020;13;1645
09012020;14;1969
09012020;15;1985
09012020;16;1428
09012020;17;1904
09012020;18;2408
09012020;19;2143
09012020;20;1366
09012020;21;661.2
09012020;22;63.58
09012020;23;6.127
10012020;0;5.458
10012020;1;4.355
10012020;2;0.836
10012020;3;0.354
10012020;4;2.788
10012020;5;0.454
10012020;6;0
10012020;7;0
10012020;8;0
10012020;9;0
10012020;10;63.33
10012020;11;355.1
10012020;12;1135
10012020;13;1347
10012020;14;1983
10012020;15;1816
10012020;16;1608
10012020;17;877
10012020;18;1706
10012020;19;1903
10012020;20;1616
10012020;21;563.1
10012020;22;49.1
10012020;23;2.468
11012020;0;0.312
11012020;1;0.095
11012020;2;0.11
11012020;3;0
11012020;4;0
11012020;5;0
11012020;6;0
11012020;7;0.004
11012020;8;0
11012020;9;0
11012020;10;38.4
11012020;11;276.6
11012020;12;1023
11012020;13;2017
11012020;14;1501
11012020;15;927.7
11012020;16;972
11012020;17;2583
11012020;18;694.6
11012020;19;553.5
11012020;20;404.1
11012020;21;142.3
11012020;22;19.89
11012020;23;6.042
12012020;0;0.132
12012020;1;0
12012020;2;0
12012020;3;0.031
12012020;4;0
12012020;5;1.164
12012020;6;1.613
12012020;7;0.746
12012020;8;0.051
12012020;9;0
12012020;10;28.66
12012020;11;305.4
12012020;12;623.9
12012020;13;1098
12012020;14;1640
12012020;15;1083
12012020;16;1885
12012020;17;3336
12012020;18;2726
12012020;19;1289
12012020;20;457.4
12012020;21;219.5
12012020;22;36.57
12012020;23;11.2
13012020;0;3.883
13012020;1;2.794
13012020;2;0.887
13012020;3;0.455
13012020;4;0
13012020;5;0
13012020;6;0.096
13012020;7;0.23
13012020;8;0
13012020;9;0.177
13012020;10;47.13
13012020;11;332.8
13012020;12;1378
13012020;13;1375
13012020;14;1771
13012020;15;1441
13012020;16;3122
13012020;17;2254
13012020;18;769
13012020;19;1858
13012020;20;497
13012020;21;273
13012020;22;38.79
13012020;23;13.72
14012020;0;8.076
14012020;1;0.988
14012020;2;0
14012020;3;0
14012020;4;0
14012020;5;0
14012020;6;0
14012020;7;0
14012020;8;0
14012020;9;0
14012020;10;31.31
14012020;11;222.4
14012020;12;475
14012020;13;1126
14012020;14;1330
14012020;15;1572
14012020;16;2591
14012020;17;1089
14012020;18;213.5
14012020;19;366.2
14012020;20;314
14012020;21;180.9
14012020;22;26.73
14012020;23;7.995
15012020;0;7.497
15012020;1;1.293
15012020;2;0
15012020;3;0
15012020;4;0.011
15012020;5;0
15012020;6;0.059
15012020;7;0.113
15012020;8;0.019
15012020;9;0.001
15012020;10;41.46
15012020;11;645.9
15012020;12;839.4
15012020;13;629.5
15012020;14;1958
15012020;15;3086
15012020;16;2750
15012020;17;1100
15012020;18;426.5
15012020;19;887
15012020;20;252.7
15012020;21;54.62
15012020;22;16.28
15012020;23;3.743
16012020;0;0.652
16012020;1;1.084
16012020;2;0.041
16012020;3;0.039
16012020;4;0
16012020;5;0
16012020;6;0
16012020;7;0
16012020;8;0
16012020;9;0
16012020;10;60.69
16012020;11;628
16012020;12;1574
16012020;13;1703
16012020;14;2845
16012020;15;2970
16012020;16;2349
16012020;17;3262
16012020;18;1559
16012020;19;1191
16012020;20;459.3
16012020;21;131.1
16012020;22;16.84
16012020;23;9.475
17012020;0;2.820
17012020;1;0.308
17012020;2;0.111
17012020;3;0
17012020;4;0
17012020;5;0
17012020;6;0
17012020;7;0
17012020;8;0
17012020;9;0
17012020;10;48.72
17012020;11;592.4
17012020;12;1186
17012020;13;1344
17012020;14;2248
17012020;15;2326
17012020;16;2663
17012020;17;1119
17012020;18;75.97
17012020;19;98.74
17012020;20;122.7
17012020;21;272.3
17012020;22;63.51
17012020;23;5.428
18012020;0;1.468
18012020;1;0.33
18012020;2;0.015
18012020;3;0.01
18012020;4;0
18012020;5;0.017
18012020;6;0
18012020;7;0
18012020;8;0
18012020;9;0
18012020;10;45.77
18012020;11;359.8
18012020;12;875.3
18012020;13;1377
18012020;14;1686
18012020;15;1751
18012020;16;1177
18012020;17;923.3
18012020;18;700.2
18012020;19;1547
18012020;20;756.7
18012020;21;216.6
18012020;22;23.97
18012020;23;1.535
19012020;0;0.607
19012020;1;0
19012020;2;0
19012020;3;0.343
19012020;4;0.007
19012020;5;0.091
19012020;6;0
19012020;7;0.148
19012020;8;0.019
19012020;9;1.249
19012020;10;42.14
19012020;11;686.9
19012020;12;914.5
19012020;13;594.3
19012020;14;573.3
19012020;15;1579
19012020;16;2446
19012020;17;1376
19012020;18;1074
19012020;19;342.5
19012020;20;282
19012020;21;127.3
19012020;22;28.3
19012020;23;4.264
20012020;0;7.745
20012020;1;1.586
20012020;2;0.512
20012020;3;0.628
20012020;4;1.741
20012020;5;0.218
20012020;6;0
20012020;7;0
20012020;8;0
20012020;9;0
20012020;10;43.75
20012020;11;554.5
20012020;12;1306
20012020;13;1362
20012020;14;1328
20012020;15;863.9
20012020;16;1178
20012020;17;1896
20012020;18;1188
20012020;19;1800
20012020;20;886.2
20012020;21;379.8
20012020;22;28.79
20012020;23;1.836
21012020;0;1.305
21012020;1;4.462
21012020;2;2.321
21012020;3;0.643
21012020;4;0.004
21012020;5;0
21012020;6;0.086
21012020;7;0.606
21012020;8;1.182
21012020;9;1.357
21012020;10;31.94
21012020;11;136.9
21012020;12;887.4
21012020;13;797.9
21012020;14;1034
21012020;15;1315
21012020;16;1289
21012020;17;1747
21012020;18;1393
21012020;19;974.2
21012020;20;906.3
21012020;21;341.3
21012020;22;22.98
21012020;23;1.671
22012020;0;0.092
22012020;1;0.001
22012020;2;0.014
22012020;3;0.188
22012020;4;0
22012020;5;0
22012020;6;0
22012020;7;0
22012020;8;0
22012020;9;0
22012020;10;33.16
22012020;11;189.1
22012020;12;739.8
22012020;13;820.7
22012020;14;1558
22012020;15;711.9
22012020;16;1389
22012020;17;1173
22012020;18;1057
22012020;19;609.4
22012020;20;409
22012020;21;246.3
22012020;22;34.49
22012020;23;5.574
23012020;0;0.975
23012020;1;0
23012020;2;0.893
23012020;3;0
23012020;4;0
23012020;5;0
23012020;6;0
23012020;7;0
23012020;8;0
23012020;9;0.168
23012020;10;24.92
23012020;11;158.6
23012020;12;812.3
23012020;13;1444
23012020;14;1526
23012020;15;2228
23012020;16;1491
23012020;17;887.1
23012020;18;651
23012020;19;1102
23012020;20;880
23012020;21;264.2
23012020;22;32.87
23012020;23;3.547
24012020;0;0.086
24012020;1;0
24012020;2;0.159
24012020;3;0
24012020;4;0
24012020;5;0
24012020;6;0
24012020;7;0
24012020;8;0
24012020;9;0
24012020;10;42.63
24012020;11;631
24012020;12;1211
24012020;13;1739
24012020;14;1638
24012020;15;2439
24012020;16;1017
24012020;17;612.2
24012020;18;1907
24012020;19;1987
24012020;20;159.5
24012020;21;121.4
24012020;22;18.23
24012020;23;4.515
25012020;0;2.605
25012020;1;1.814
25012020;2;0.313
25012020;3;0
25012020;4;0.037
25012020;5;0
25012020;6;0.019
25012020;7;0.235
25012020;8;0.221
25012020;9;0.117
25012020;10;47.31
25012020;11;330.5
25012020;12;605.4
25012020;13;1058
25012020;14;1681
25012020;15;1667
25012020;16;1360
25012020;17;2268
25012020;18;767
25012020;19;728.3
25012020;20;719.7
25012020;21;250.2
25012020;22;31.01
25012020;23;1.323
26012020;0;0.329
26012020;1;0
26012020;2;0
26012020;3;0.028
26012020;4;0
26012020;5;0
26012020;6;0
26012020;7;0
26012020;8;0
26012020;9;0
26012020;10;34.21
26012020;11;260
26012020;12;1086
26012020;13;1435
26012020;14;1673
26012020;15;1853
26012020;16;2353
26012020;17;2555
26012020;18;1703
26012020;19;625.5
26012020;20;565.5
26012020;21;328.9
26012020;22;20.28
26012020;23;3.955
27012020;0;2.001
27012020;1;0.492
27012020;2;0.334
27012020;3;0.118
27012020;4;0.141
27012020;5;0
27012020;6;0.075
27012020;7;0.124
27012020;8;0.039
27012020;9;0.753
27012020;10;10.11
27012020;11;94.63
27012020;12;339.1
27012020;13;737.4
27012020;14;742.1
27012020;15;986.5
27012020;16;1271
27012020;17;804
27012020;18;1072
27012020;19;832.7
27012020;20;538.3
27012020;21;236.8
27012020;22;27.51
27012020;23;0.275
28012020;0;0
28012020;1;0
28012020;2;0
28012020;3;0
28012020;4;0.151
28012020;5;0.014
28012020;6;0.014
28012020;7;0.114
28012020;8;0.124
28012020;9;0.317
28012020;10;24.1
28012020;11;174.7
28012020;12;779.1
28012020;13;1794
28012020;14;1353
28012020;15;2194
28012020;16;1349
28012020;17;190.1
28012020;18;127.9
28012020;19;101.1
28012020;20;75.37
28012020;21;90.49
28012020;22;20.53
28012020;23;5.518
29012020;0;4.155
29012020;1;3.215
29012020;2;0.054
29012020;3;0.096
29012020;4;0.031
29012020;5;0.001
29012020;6;0
29012020;7;0.001
29012020;8;0.034
29012020;9;0
29012020;10;23.24
29012020;11;170.7
29012020;12;833.2
29012020;13;1620
29012020;14;2346
29012020;15;1259
29012020;16;2437
29012020;17;3328
29012020;18;2837
29012020;19;1755
29012020;20;272.1
29012020;21;98.64
29012020;22;7.889
29012020;23;4.310
30012020;0;2.086
30012020;1;0.757
30012020;2;0.006
30012020;3;0.324
30012020;4;0.034
30012020;5;0.001
30012020;6;0
30012020;7;0
30012020;8;0
30012020;9;0
30012020;10;19.85
30012020;11;276.9
30012020;12;932.2
30012020;13;1738
30012020;14;2339
30012020;15;2869
30012020;16;1465
30012020;17;2414
30012020;18;1634
30012020;19;141.2
30012020;20;67.95
30012020;21;49.43
30012020;22;10.19
30012020;23;7.299
31012020;0;2.816
31012020;1;2.034
31012020;2;0.992
31012020;3;0.092
31012020;4;0.005
31012020;6;0
31012020;7;0
31012020;8;0.128
31012020;9;0.061
31012020;10;33.48
31012020;11;221.5
31012020;12;466
31012020;13;585.3
31012020;14;1405
31012020;15;1729
31012020;16;1918
31012020;17;1051
31012020;18;1507
31012020;19;1745
31012020;20;480.3
31012020;21;203.5
31012020;22;19.52
31012020;23;3.642
01022020;0;1.732
01022020;1;0
01022020;2;0.007
01022020;3;0
01022020;4;0
01022020;5;0
01022020;6;0.021
01022020;7;0
01022020;8;0
01022020;9;0
01022020;10;34.76
01022020;11;225.2
01022020;12;537.7
01022020;13;1573
01022020;14;1576
01022020;15;2531
01022020;16;2560
01022020;17;1721
01022020;18;976.9
01022020;19;865.9
01022020;20;636.7
01022020;21;139.1
01022020;22;29.71
01022020;23;11.34
02022020;0;6.697
02022020;1;6.412
02022020;2;1.225
02022020;3;0.064
02022020;4;0.14
02022020;5;0
02022020;6;0
02022020;7;0
02022020;8;0
02022020;9;0
02022020;10;41.11
02022020;11;534.9
02022020;12;988.9
02022020;13;1450
02022020;14;1752
02022020;15;3110
02022020;16;1913
02022020;17;3242
02022020;18;1470
02022020;19;1484
02022020;20;996.4
02022020;21;389.1
02022020;22;25.83
02022020;23;5.399
03022020;0;7.287
03022020;1;4.056
03022020;2;0.215
03022020;3;0.016
03022020;4;0
03022020;5;0
03022020;6;0
03022020;7;0.087
03022020;8;0.005
03022020;9;0
03022020;10;27.2
03022020;11;438.2
03022020;12;1237
03022020;13;1425
03022020;14;1235
03022020;15;1636
03022020;16;2986
03022020;17;773.1
03022020;18;2028
03022020;19;623.8
03022020;20;661.2
03022020;21;251.5
03022020;22;41.34
03022020;23;1.270
04022020;0;0
04022020;1;0
04022020;2;0
04022020;3;0
04022020;4;0
04022020;5;0.066
04022020;6;0
04022020;7;0.065
04022020;8;0.018
04022020;9;0
04022020;10;22.65
04022020;11;176.5
04022020;12;584.8
04022020;13;1078
04022020;14;1432
04022020;15;1601
04022020;16;1271
04022020;17;1408
04022020;18;972
04022020;19;352.5
04022020;20;303.5
04022020;21;162.1
04022020;22;25.73
04022020;23;3.116
05022020;0;3.220
05022020;1;1.238
05022020;2;1.490
05022020;3;1.872
05022020;4;1.772
05022020;5;0.903
05022020;6;0
05022020;7;0
05022020;8;0
05022020;9;0
05022020;10;24.7
05022020;11;302.2
05022020;12;730.9
05022020;13;1239
05022020;14;1485
05022020;15;1766
05022020;16;1126
05022020;17;1372
05022020;18;754.4
05022020;19;1781
05022020;20;904.5
05022020;21;148.3
05022020;22;25.41
05022020;23;8.141
06022020;0;3.282
06022020;1;1.915
06022020;2;1.597
06022020;3;1.985
06022020;4;0.907
06022020;5;0.06
06022020;6;0.052
06022020;7;0.373
06022020;8;1.396
06022020;9;0.489
06022020;10;30.87
06022020;11;259.2
06022020;12;711.3
06022020;13;1868
06022020;14;2426
06022020;15;1556
06022020;16;1338
06022020;17;2354
06022020;18;1480
06022020;19;640.9
06022020;20;595.4
06022020;21;134.6
06022020;22;47.59
06022020;23;6.402
07022020;0;4.393
07022020;1;3.173
07022020;2;1.734
07022020;3;1.179
07022020;4;0.334
07022020;5;0.003
07022020;6;0.024
07022020;7;0.028
07022020;8;0.112
07022020;9;0.017
07022020;10;15.96
07022020;11;279.1
07022020;12;980.1
07022020;13;1904
07022020;14;1999
07022020;15;1226
07022020;16;975.9
07022020;17;1002
07022020;18;472.9
07022020;19;273.1
07022020;20;445.9
07022020;21;258.4
07022020;22;30.73
07022020;23;6.106
08022020;0;1.949
08022020;2;0.416
08022020;3;0.054
08022020;4;0.176
08022020;5;0.078
08022020;6;0.016
08022020;7;0.596
08022020;8;0.111
08022020;9;1.563
08022020;10;4.386
08022020;11;86.1
08022020;12;287.8
08022020;13;781.1
08022020;14;765.4
08022020;15;796.9
08022020;16;862.6
08022020;17;852
08022020;18;458
08022020;19;685.1
08022020;20;445.5
08022020;21;169.8
08022020;22;33.3
08022020;23;5.545
09022020;0;2.008
09022020;1;0.41
09022020;2;0.71
09022020;3;0.166
09022020;4;0
09022020;5;0.05
09022020;6;0.15
09022020;7;0.011
09022020;8;0.01
09022020;9;0.002
09022020;10;22.79
09022020;11;352.3
09022020;12;715.7
09022020;13;2283
09022020;14;2614
09022020;15;1871
09022020;16;2701
09022020;17;496.8
09022020;18;249
09022020;19;313.8
09022020;20;335.1
09022020;21;210.8
09022020;22;26.11
09022020;23;5.596
10022020;0;1.103
10022020;1;0.284
10022020;2;0.164
10022020;3;0.388
10022020;4;0.134
10022020;5;0.112
10022020;6;0.984
10022020;7;0.368
10022020;8;0.169
10022020;9;0.073
10022020;10;34.15
10022020;11;272
10022020;12;592.6
10022020;13;556.5
10022020;14;456.2
10022020;15;997.5
10022020;16;2051
10022020;17;2757
10022020;18;2044
10022020;19;705.4
10022020;20;553.4
10022020;21;219.8
10022020;22;26.71
10022020;23;6.646
11022020;0;3.263
11022020;1;1.843
11022020;2;1.223
11022020;3;0.462
11022020;4;0.706
11022020;5;0.065
11022020;6;0.57
11022020;7;1.593
11022020;8;2.242
11022020;9;1.614
11022020;10;40.68
11022020;11;453.4
11022020;12;946.1
11022020;13;1191
11022020;14;1223
11022020;16;1548
11022020;17;3115
11022020;18;1758
11022020;19;681.6
11022020;20;551.7
11022020;21;292.2
11022020;22;14.05
11022020;23;2.209
12022020;0;0.515
12022020;1;0.148
12022020;2;0.056
12022020;3;0
12022020;4;0.435
12022020;5;0.286
12022020;6;0.004
12022020;7;0
12022020;8;0
12022020;9;0
12022020;10;24.46
12022020;11;128.1
